video_id,video_title,stream_date,video_url,published_at,duration_seconds,view_count,like_count,comment_sample_count,is_singing_stream,is_member_only,is_upcoming,status,entry_count,song_count,category_count,selected_comment_id,selected_comment_author,selected_comment_is_pinned,selected_comment_timestamp_count,issue,scraped_at
e4a0xgxrPrQ,【歌回】卡卡動次歌回台2🌸為未來的順順網路獻上乖乖大福！【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-11-19,https://www.youtube.com/watch?v=e4a0xgxrPrQ,2025-11-19T20:00:28-08:00,1893,352,58,2,true,false,false,ok,2,1,1,UgxF0C796wCQSqTDRjV4AaABAg,@MOMO-no3rc,false,2,,2026-05-27T04:50:28.595Z
H9-e7XxdAn4,【歌回】歌回台1🌸很久沒登場的稀有大福登場啦！【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-11-19,https://www.youtube.com/watch?v=H9-e7XxdAn4,2025-11-19T20:07:13-08:00,3953,490,79,3,true,false,false,ok,3,3,0,UgxQBEUkkLRgjEd2XPR4AaABAg,@MOMO-no3rc,true,3,,2026-05-27T04:50:28.595Z
c9SVaiOfxos,【歌回】週末深夜歌回🌸夜晚唱唱聊聊！放鬆一下心情吧🎤【伴睡歌回 117｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-11-16,https://www.youtube.com/watch?v=c9SVaiOfxos,2025-11-16T09:35:51-08:00,8664,665,111,1,true,false,false,ok,9,7,2,UgwZXHwvDbltm5EMqOt4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
14AD5AKiVLo,【歌回】魔鏡歌詞網歌回🌸時代的眼淚！一起回顧熱門歌曲吧🎵【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-11-12,https://www.youtube.com/watch?v=14AD5AKiVLo,2025-11-12T09:46:12-08:00,12592,695,132,2,true,false,false,ok,10,7,3,UgzLwOUqz13iM_-oq1l4AaABAg,@MOMO-no3rc,true,10,,2026-05-27T04:50:28.595Z
mxVZEbKQ4Z4,【歌回】週末深夜歌回🌸用溫柔的聲音 陪你入睡🎵【伴睡歌回 116｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-11-09,https://www.youtube.com/watch?v=mxVZEbKQ4Z4,2025-11-09T09:27:15-08:00,8130,534,109,2,true,false,false,ok,12,7,5,Ugy5hHY4RDPo3YfGqpl4AaABAg,@MOMO-no3rc,true,12,,2026-05-27T04:50:28.595Z
4PeIsBPevc0,【歌回】復仇歌回🌸一定不會PON的吧！【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-11-05,https://www.youtube.com/watch?v=4PeIsBPevc0,2025-11-05T09:24:48-08:00,11246,572,100,1,true,false,false,ok,10,7,3,UgzVrgWYdNWyIp9GUX54AaABAg,@MOMO-no3rc,true,10,,2026-05-27T04:50:28.595Z
Qh5zZ73HsT0,【歌回】週末深夜歌回🌸進來放鬆一下心情吧～【伴睡歌回 115｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-11-02,https://www.youtube.com/watch?v=Qh5zZ73HsT0,2025-11-02T09:31:08-08:00,8382,556,91,1,true,false,false,ok,8,6,2,Ugw7rbaXUCN4jrvcODR4AaABAg,@MOMO-no3rc,true,8,,2026-05-27T04:50:28.595Z
y6XG_acKPkM,【歌回】鳥鳥歌回🌸集合啦！快樂鳥家族～【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-10-22,https://www.youtube.com/watch?v=y6XG_acKPkM,2025-10-22T10:31:22-07:00,11645,632,106,1,true,false,false,ok,9,7,2,UgwtSODqAZW70T_Q7ZB4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
53KhY-Hslg4,【歌回】週末深夜歌回🌸唱唱溫暖的歌，陪你一起進入夢鄉ZZ【伴睡歌回 114｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-10-19,https://www.youtube.com/watch?v=53KhY-Hslg4,2025-10-19T10:37:50-07:00,8821,533,108,1,true,false,false,ok,9,6,3,Ugyys5IIM3Yf7GeQ-IZ4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
KbX7JNMG4Es,【歌回】血拚歌回🌸是歌回～～才不是購物台！！٩(๑•̀ω•́๑)۶【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-10-15,https://www.youtube.com/watch?v=KbX7JNMG4Es,2025-10-15T10:31:20-07:00,11725,526,98,1,true,false,false,ok,11,8,3,Ugxi8p6wcejP-99Dn4R4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
ajtRLBNej20,【歌回】週末深夜歌回🌸陪伴大家收心的禮拜天晚上🎤【伴睡歌回 113｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-10-12,https://www.youtube.com/watch?v=ajtRLBNej20,2025-10-12T10:33:37-07:00,8301,538,111,3,true,false,false,ok,9,6,3,UgzEbCcBIVPGBxIVWFJ4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
BgIm3gHJeao,【歌回】懷舊老歌歌回🌸會有你聽過的歌嗎🎤【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-10-08,https://www.youtube.com/watch?v=BgIm3gHJeao,2025-10-08T10:24:22-07:00,11513,577,124,1,true,false,false,ok,9,6,3,UgyoxLMkwHLy5ZDKEHt4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
kMbZDoKqwcg,【歌回】週末深夜歌回🌸一起迎向快快樂樂的連假✨【伴睡歌回 112｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-10-05,https://www.youtube.com/watch?v=kMbZDoKqwcg,2025-10-05T10:43:14-07:00,8903,618,119,1,true,false,false,ok,10,7,3,UgwBz0WNJbXo1lSnItN4AaABAg,@MOMO-no3rc,true,10,,2026-05-27T04:50:28.595Z
G1kPfstRgEA,【歌回】名詞歌回🌸我中文不太好，量詞給你們填！【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-10-01,https://www.youtube.com/watch?v=G1kPfstRgEA,2025-10-01T10:31:48-07:00,11607,502,101,3,true,false,false,ok,12,6,6,UgwqWVlL_YK-PTymnwR4AaABAg,@MOMO-no3rc,true,12,,2026-05-27T04:50:28.595Z
llY1oxL-XZk,【歌回】週末深夜歌回🌸用溫柔的歌聲 幫你充充電打氣💪【伴睡歌回 111｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-09-28,https://www.youtube.com/watch?v=llY1oxL-XZk,2025-09-28T10:57:33-07:00,9728,465,97,2,true,false,false,ok,11,7,4,UgwtbWZEZNDgTMDSNtx4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
LcL3VTmncOA,【歌回】戀愛歌回🌸帶著甜甜的心情，唱唱粉紅戀愛的歌給你聽💘【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-09-24,https://www.youtube.com/watch?v=LcL3VTmncOA,2025-09-24T10:18:13-07:00,11056,600,110,1,true,false,false,ok,9,6,3,UgzPuy4_YjGihStSVbZ4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
Z2ewc9KjJk0,【歌回】週末深夜歌回🌸夜深了！讓我陪你度過一個放鬆的夜晚(*ˇωˇ*人)🎵【伴睡歌回 110｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-09-21,https://www.youtube.com/watch?v=Z2ewc9KjJk0,2025-09-21T10:33:43-07:00,8438,602,97,2,true,false,false,ok,10,7,3,Ugz7-69alRQJ672Yon54AaABAg,@MOMO-no3rc,false,10,,2026-05-27T04:50:28.595Z
UHupTBVWZNI,【歌回】宇宙歌回💫夜晚抬頭不一定會看到星星，但閉上眼睛就一定看不見🌸【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-09-17,https://www.youtube.com/watch?v=UHupTBVWZNI,2025-09-17T10:33:09-07:00,11263,727,120,1,true,false,false,ok,9,6,3,UgztTH6mTUo9M7qzeyN4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
5WujduMbEfs,【歌回】週末深夜歌回🌸忙碌了一週辛苦了！唱唱懷念的歌曲助眠💤【伴睡歌回 109｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-09-14,https://www.youtube.com/watch?v=5WujduMbEfs,2025-09-14T10:41:33-07:00,8586,557,98,1,true,false,false,ok,12,7,5,UgwBMqsUovXbw3hWQBx4AaABAg,@MOMO-no3rc,true,12,,2026-05-27T04:50:28.595Z
9721IrwEACg,【歌回】S.H.E歌回🌸經典回憶殺！你是電 你是光 大家一起唱🎤【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-09-10,https://www.youtube.com/watch?v=9721IrwEACg,2025-09-10T10:21:50-07:00,11217,480,87,1,true,false,false,ok,14,7,7,UgxTMaLcxlAxKAzlbIh4AaABAg,@MOMO-no3rc,true,14,,2026-05-27T04:50:28.595Z
rHeaG4EcPIc,【歌回】週末深夜歌回🌸九月也想放鬆的唱歌給你們聽~【伴睡歌回 108｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-09-07,https://www.youtube.com/watch?v=rHeaG4EcPIc,2025-09-07T10:31:09-07:00,8296,461,100,3,true,false,false,ok,9,6,3,UgyaSGMLs8FZ-mqc0o94AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
afLTExQzJVw,【歌回】S.H.E歌回🌸經典回憶殺！每一首都是滿滿的青春回憶🎤【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-09-03,https://www.youtube.com/watch?v=afLTExQzJVw,2025-09-03T21:31:18-07:00,7033,437,86,1,true,false,false,ok,8,4,4,UgzR9iHBQrW4zo-3C7N4AaABAg,@MOMO-no3rc,true,8,,2026-05-27T04:50:28.595Z
Poln7cYywJY,【歌回】週末深夜歌回🌸八月要結束了，開學前最後一唱🎤【伴睡歌回 107｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-08-31,https://www.youtube.com/watch?v=Poln7cYywJY,2025-08-31T10:26:38-07:00,8073,526,86,2,true,false,false,ok,9,6,3,Ugy53TeICbB9KBozsYB4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
Y7xW_AKuUQ8,【歌回】鋼琴伴奏歌回🌸靜靜地唱一些放鬆的歌🎤【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-08-27,https://www.youtube.com/watch?v=Y7xW_AKuUQ8,2025-08-27T10:22:33-07:00,11324,642,96,1,true,false,false,ok,14,7,7,Ugzdqc51Gm4CPMZAeaF4AaABAg,@MOMO-no3rc,true,14,,2026-05-27T04:50:28.595Z
EPkbUZMhlqo,【歌回】週末深夜歌回🌸月底了，來這邊聊聊放鬆一下心情吧【伴睡歌回 106｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-08-24,https://www.youtube.com/watch?v=EPkbUZMhlqo,2025-08-24T10:38:33-07:00,8535,597,114,2,true,false,false,ok,10,6,4,UgzP6UcR1DKvaGPiIx54AaABAg,@MOMO-no3rc,true,10,,2026-05-27T04:50:28.595Z
d7YJmxkKyec,【歌回】夏日歌回🌸唱唱消暑的歌～搶在鬼門開前(っ´ω`c)【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-08-20,https://www.youtube.com/watch?v=d7YJmxkKyec,2025-08-20T10:13:48-07:00,10533,516,97,1,true,false,false,ok,11,7,4,Ugy0fDsUbHbcPyiT-7l4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
lftj50-_b48,【歌回】週末深夜歌回🌸唱唱抒情歌，希望能讓你放鬆一下身心【伴睡歌回 106｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-08-17,https://www.youtube.com/watch?v=lftj50-_b48,2025-08-17T10:41:49-07:00,8937,638,104,2,true,false,false,ok,9,7,2,UgyXo74vDMpwvJslTj94AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
wXSuIKRIeU0,【歌回】動物歌回🌸一起跟動物們動次動ヽ( ﾟ∀ﾟ ) ﾉ【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-08-13,https://www.youtube.com/watch?v=wXSuIKRIeU0,2025-08-13T10:52:16-07:00,12603,713,93,1,true,false,false,ok,8,6,2,Ugw9_nV6uOZNuUrdZwh4AaABAg,@MOMO-no3rc,true,8,,2026-05-27T04:50:28.595Z
xkuv-vymb5M,【歌回】週末深夜歌回🌸這一週辛苦了！用暖暖的歌聲陪伴你們🎵【伴睡歌回 105｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-08-10,https://www.youtube.com/watch?v=xkuv-vymb5M,2025-08-10T10:21:00-07:00,7891,633,103,3,true,false,false,ok,10,6,4,UgwtS7hBEU8u2b8C83B4AaABAg,@MOMO-no3rc,true,10,,2026-05-27T04:50:28.595Z
l9bTwDqlTCs,【歌回】八年級生經典歌回🌸2000年代華語金曲～你聽過哪幾首呢？🎤【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-08-06,https://www.youtube.com/watch?v=l9bTwDqlTCs,2025-08-06T10:36:26-07:00,12005,708,116,1,true,false,false,ok,12,8,4,UgzqWcjOfkLrZWAZQLV4AaABAg,@MOMO-no3rc,true,12,,2026-05-27T04:50:28.595Z
Hz7KIt_5kZY,【歌回】週末深夜歌回🌸八月一樣要睡飽飽zzZ【伴睡歌回 104｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-08-03,https://www.youtube.com/watch?v=Hz7KIt_5kZY,2025-08-03T10:43:50-07:00,9017,670,113,2,true,false,false,ok,9,6,3,UgxZNtzAMQ2LSaRfrg54AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
I29aIStCmbY,【歌回】抖音歌回🌸那些迴盪在心中 令人感動的歌曲🎤【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-07-30,https://www.youtube.com/watch?v=I29aIStCmbY,2025-07-30T10:44:10-07:00,12106,811,114,3,true,false,false,ok,11,7,4,Ugx9nKrUq8kwtQQBlzh4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
VV9qPK7lWdc,【歌回】週末深夜歌回🌸周末晚上一起聽歌放鬆吧🎤【伴睡歌回 103｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-07-27,https://www.youtube.com/watch?v=VV9qPK7lWdc,2025-07-27T10:43:00-07:00,9034,711,100,2,true,false,false,ok,10,6,4,Ugzgwg4cD4q29bDnMOB4AaABAg,@MOMO-no3rc,true,10,,2026-05-27T04:50:28.595Z
gQDyc_7JQm8,【歌回】食物歌回🌸民以食為天，一起來猜猜看有哪些食物吧🎵【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-07-23,https://www.youtube.com/watch?v=gQDyc_7JQm8,2025-07-23T10:26:18-07:00,11326,621,100,2,true,false,false,ok,11,8,3,Ugx9BN3Rff3C0VQwqNF4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
hW6Tp8HO70k,【歌回】週末深夜歌回🌸睡眠前來這邊放鬆一下身心吧💤【伴睡歌回 102｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-07-20,https://www.youtube.com/watch?v=hW6Tp8HO70k,2025-07-20T10:37:47-07:00,8623,647,112,1,true,false,false,ok,9,6,3,UgxK09zO9fiMbBrBucR4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
F4fEmjHfopU,【歌回】水世界歌回🌊炎炎夏日，一起來聽聽清涼的歌曲吧🌸【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-07-16,https://www.youtube.com/watch?v=F4fEmjHfopU,2025-07-16T10:18:23-07:00,10959,758,114,1,true,false,false,ok,11,6,5,Ugy_jfyihdCuLwikoZd4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
lDAFZizCsDI,【歌回】生日慶祝歌回🎂想唱些快快樂樂的歌給大家聽🎉【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-07-13,https://www.youtube.com/watch?v=lDAFZizCsDI,2025-07-13T11:04:53-07:00,10016,971,160,4,true,false,false,ok,16,5,11,UgyOkmdyjYlcUmYWoW14AaABAg,@MOMO-no3rc,true,16,,2026-05-27T04:50:28.595Z
KMXXamjWcVE,【歌回】隨興歌回🌸隨意唱些喜歡的歌 希望你們會喜歡ヾ(´︶`*)ﾉ♬【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-07-09,https://www.youtube.com/watch?v=KMXXamjWcVE,2025-07-09T10:46:05-07:00,12544,782,116,2,true,false,false,ok,11,8,3,UgywmaaA1bfisv10DzR4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
XT_wDstyR7k,【歌回】週末深夜歌回🌸充滿感謝的唱唱歌曲～初見歡迎！【伴睡歌回 101｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-07-06,https://www.youtube.com/watch?v=XT_wDstyR7k,2025-07-06T10:40:13-07:00,8850,729,114,3,true,false,false,ok,12,6,6,UgzLUcRar8wL8EQwZ1h4AaABAg,@MOMO-no3rc,true,12,,2026-05-27T04:50:28.595Z
XENGfnY5CIo,【歌回】世界末日歌回🌸末日前的最後一通電話，你會想打給誰呢【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-07-02,https://www.youtube.com/watch?v=XENGfnY5CIo,2025-07-02T10:38:14-07:00,12197,789,114,1,true,false,false,ok,14,8,6,Ugy_Y6bpk4jKYwomxwp4AaABAg,@MOMO-no3rc,true,14,,2026-05-27T04:50:28.595Z
gN442z_ZeRo,【歌回】週末深夜歌回🌸感謝夜晚的陪伴與支持✨【伴睡歌回 100｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-06-29,https://www.youtube.com/watch?v=gN442z_ZeRo,2025-06-29T10:42:33-07:00,8969,584,98,2,true,false,false,ok,13,6,7,Ugx91DTMT79jaggoq0p4AaABAg,@MOMO-no3rc,true,13,,2026-05-27T04:50:28.595Z
ytI2_nlcK9k,【歌回】失戀歌回💔失戀、單戀、哥布林 都歡迎進來emo一下【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-06-25,https://www.youtube.com/watch?v=ytI2_nlcK9k,2025-06-25T10:31:59-07:00,11803,693,113,2,true,false,false,ok,14,8,6,UgwbASTWyYzBFJXWGHZ4AaABAg,@MOMO-no3rc,true,14,,2026-05-27T04:50:28.595Z
_GIrJFAYP14,【歌回】週末深夜歌回🌸用舒舒緩緩的歌曲 陪你睡眠🎵【伴睡歌回 99｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-06-22,https://www.youtube.com/watch?v=_GIrJFAYP14,2025-06-22T10:50:04-07:00,9501,661,109,2,true,false,false,ok,11,7,4,UgwAKQiqStycSez8YsB4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
QZNQw84H7so,"【歌回】結婚歌回🌸六月新娘駕到！唱一些甜甜幸福的婚禮歌曲(,,・ω・,,)【Vtuber｜Singing Stream】 #ACGlive #綾音Ring",2025-06-18,https://www.youtube.com/watch?v=QZNQw84H7so,2025-06-18T10:28:36-07:00,11535,658,121,2,true,false,false,ok,13,7,6,UgyGFr4MIK0qtUGfC-N4AaABAg,@MOMO-no3rc,true,13,,2026-05-27T04:50:28.595Z
d_R1-MlMSQI,【歌回】週末深夜歌回🌸這週辛苦啦！一起好好的入眠吧🌙【伴睡歌回 98｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-06-15,https://www.youtube.com/watch?v=d_R1-MlMSQI,2025-06-15T10:38:13-07:00,8582,521,88,2,true,false,false,ok,10,6,4,Ugxk7a6Crb7MH5vKFzh4AaABAg,@MOMO-no3rc,true,10,,2026-05-27T04:50:28.595Z
FitAYE8GMHM,【歌回】張韶涵歌回🌸絕對懷念！經典華語歌曲 回憶殺🌙【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-06-11,https://www.youtube.com/watch?v=FitAYE8GMHM,2025-06-11T10:30:15-07:00,11660,674,101,2,true,false,false,ok,17,10,7,UgzYfG7mqdca29OW9zV4AaABAg,@MOMO-no3rc,true,17,,2026-05-27T04:50:28.595Z
EmpKL1uIyI4,【歌回】週末深夜歌回🌸六月也要睡飽飽～祝你們有個美夢zzZ【伴睡歌回 97｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-06-08,https://www.youtube.com/watch?v=EmpKL1uIyI4,2025-06-08T10:36:53-07:00,8629,581,100,1,true,false,false,ok,11,6,5,UgwFyzvHFhXeRCTfDkp4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
FX73-THzZNQ,【歌回】抒情歌回🌸夜晚就是要聽點抒情歌，希望我的歌聲可以撫慰你🌙【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-06-04,https://www.youtube.com/watch?v=FX73-THzZNQ,2025-06-04T10:12:01-07:00,10321,639,101,2,true,false,false,ok,14,8,6,UgzroomiqvIww3_KmJF4AaABAg,@MOMO-no3rc,true,14,,2026-05-27T04:50:28.595Z
s9wNK0wqTng,【歌回】週末深夜歌回🌸睡不著的旅人啊，讓我為你輕柔唱歌吧~【伴睡歌回 96｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-06-01,https://www.youtube.com/watch?v=s9wNK0wqTng,2025-06-01T10:22:15-07:00,7866,558,128,2,true,false,false,ok,12,7,5,UgxtuYGs6s-C7GmxCo54AaABAg,@MOMO-no3rc,true,12,,2026-05-27T04:50:28.595Z
qZcxGZwsxaQ,【歌回】真珠美人魚歌回🌸用閃亮的歌聲開始現場演唱✨【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-05-28,https://www.youtube.com/watch?v=qZcxGZwsxaQ,2025-05-28T10:33:08-07:00,12007,1001,145,3,true,false,false,ok,10,8,2,UgxccoTxIdEEDUd7Wo14AaABAg,@MOMO-no3rc,true,10,,2026-05-27T04:50:28.595Z
phuTdKCcHMY,【歌回】週末深夜歌回🌸忙碌了一週，好好休息吧✨【伴睡歌回 95｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-05-25,https://www.youtube.com/watch?v=phuTdKCcHMY,2025-05-25T10:45:16-07:00,9243,651,122,2,true,false,false,ok,15,7,8,UgxzrVkqPKYFnq68thF4AaABAg,@MOMO-no3rc,true,15,,2026-05-27T04:50:28.595Z
aESIaHuJK0A,【歌回】家人歌回🌸兄弟！We're 肥牡蠣 (*ﾟ∀ﾟ*) 【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-05-23,https://www.youtube.com/watch?v=aESIaHuJK0A,2025-05-23T09:54:58-07:00,8576,482,93,1,true,false,false,ok,9,6,3,Ugz5kiHab5sdVdPEDeh4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
rNl8H_QZL5k,【歌回】週末深夜歌回🌸累了就來休息吧，祝你一夜好夢🌙【伴睡歌回 94｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-05-11,https://www.youtube.com/watch?v=rNl8H_QZL5k,2025-05-11T10:28:53-07:00,8033,500,107,1,true,false,false,ok,11,7,4,UgyZsTYYc1ZC2Li5c3J4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
GUwK9ZvKi-0,【歌回】酒香撲鼻🍷唱唱跟酒有關的微醺歌曲🌸【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-05-07,https://www.youtube.com/watch?v=GUwK9ZvKi-0,2025-05-07T09:38:43-07:00,8790,616,92,2,true,false,false,ok,12,7,5,UgxmXhQMrqr3sldrvdx4AaABAg,@MOMO-no3rc,true,12,,2026-05-27T04:50:28.595Z
1Vd_GaTRrR8,【歌回】週末深夜歌回🌸夜深人靜的夜晚，用溫柔的聲音陪伴你zzZ【伴睡歌回 93｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-05-04,https://www.youtube.com/watch?v=1Vd_GaTRrR8,2025-05-04T10:35:23-07:00,8426,597,102,3,true,false,false,ok,12,7,5,UgzOR932vsZYMOOy3ph4AaABAg,@MOMO-no3rc,true,12,,2026-05-27T04:50:28.595Z
p7YbNY5gYCM,【歌回】復仇歌回🌸今年第一次復仇、努力不PON！【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-04-30,https://www.youtube.com/watch?v=p7YbNY5gYCM,2025-04-30T11:02:13-07:00,8192,442,89,2,true,false,false,ok,9,7,2,UgxnjDbsIqejzAtKGbR4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
xiy-68et33k,【歌回】週末深夜歌回🌸唱唱溫暖治癒的歌曲～(*ˇωˇ*人)【伴睡歌回 92｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-04-27,https://www.youtube.com/watch?v=xiy-68et33k,2025-04-27T10:19:49-07:00,7776,710,118,2,true,false,false,ok,8,6,2,UgwOlLQO6jveJ9l7I-d4AaABAg,@MOMO-no3rc,true,8,,2026-05-27T04:50:28.595Z
wV0zrz-bmZI,【歌回】春天歌回🌸春天來了！ 捎來了又甜又溫暖的氣息🌷【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-04-23,https://www.youtube.com/watch?v=wV0zrz-bmZI,2025-04-23T09:39:24-07:00,8640,600,104,2,true,false,false,ok,7,6,1,UgwUnmNT_XfDV1l76ix4AaABAg,@MOMO-no3rc,true,7,,2026-05-27T04:50:28.595Z
NigLcq-uUXg,【歌回】KTV排行榜金曲🎤經典歌曲 你聽過幾首呢？【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-03-26,https://www.youtube.com/watch?v=NigLcq-uUXg,2025-03-26T10:26:17-07:00,11394,810,102,2,true,false,false,ok,11,8,3,Ugzm3JQs2p-cwV5olGF4AaABAg,@MOMO-no3rc,true,11,,2026-05-27T04:50:28.595Z
ghfXkOXzN9w,【歌回】週末深夜歌回🌸天氣好冷，窩在被窩放鬆聽歌入睡吧~【伴睡歌回 91｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-03-23,https://www.youtube.com/watch?v=ghfXkOXzN9w,2025-03-23T10:43:48-07:00,9104,665,110,2,true,false,false,ok,9,6,3,UgwViBWeuhXz2sEHMOV4AaABAg,@MOMO-no3rc,true,9,,2026-05-27T04:50:28.595Z
KK4za4Zs0to,【歌回】環島歌回🌸上次環遊世界，這一次就邊環島邊唱吧🎤【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-03-19,https://www.youtube.com/watch?v=KK4za4Zs0to,2025-03-19T10:16:43-07:00,10967,635,91,2,true,false,false,ok,13,7,6,UgxIAbvzXgBGKCMCUYp4AaABAg,@MOMO-no3rc,true,13,,2026-05-27T04:50:28.595Z
rGMh2-x1ad0,【歌回】週末深夜歌回🌸唱唱抒情歌陪伴你們~【伴睡歌回 90｜Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-03-16,https://www.youtube.com/watch?v=rGMh2-x1ad0,2025-03-16T10:43:17-07:00,8925,629,91,2,true,false,false,ok,9,6,3,Ugzr0WPXlR-dtdmUoId4AaABAg,@MOMO-no3rc,false,9,,2026-05-27T04:50:28.595Z
v_EKf23aC6s,【歌回】2000年代華語金曲🌸神仙打架！帶你回到二十年前🎤 #初見歡迎 【Vtuber｜Singing Stream】 #ACGlive #綾音Ring,2025-03-12,https://www.youtube.com/watch?v=v_EKf23aC6s,2025-03-12T10:37:24-07:00,11702,709,101,3,true,false,false,ok,12,7,5,UgwbzSw9q0pEUsLoa6N4AaABAg,@MOMO-no3rc,true,12,,2026-05-27T04:50:28.595Z
